"","Value","NAME","LC_1","AGG_NAME_1","LC_2","AGG_NAME_2","CLIMATE"
"6205",6205,"62_70_7","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6206",6206,"70_70_7","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6207",6207,"71_70_7","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6208",6208,"72_70_7","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6209",6209,"80_70_7","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6210",6210,"81_70_7","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6211",6211,"82_70_7","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6212",6212,"90_70_7","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6213",6213,"100_70_7","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6214",6214,"110_70_7","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6215",6215,"120_70_7","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6216",6216,"121_70_7","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6217",6217,"122_70_7","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6218",6218,"130_70_7","Grassland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6219",6219,"140_70_7","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6220",6220,"150_70_7","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6221",6221,"151_70_7","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6222",6222,"152_70_7","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6223",6223,"153_70_7","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6224",6224,"160_70_7","Tree cover, flooded, fresh or brakish water","Forest","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6225",6225,"170_70_7","Tree cover, flooded, saline water","Wetlands","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6226",6226,"180_70_7","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6227",6227,"190_70_7","Urban areas","Artificial areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6228",6228,"200_70_7","Bare areas","Bare land and other areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6229",6229,"201_70_7","Consolidated bare areas","Bare land and other areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6230",6230,"202_70_7","Unconsolidated bare areas","Bare land and other areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6231",6231,"210_70_7","Water bodies","Water bodies","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6232",6232,"220_70_7","Permanent snow and ice","Bare land and other areas","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tropical_Dry"
"6233",6233,"0_71_7","No data","No Data","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6234",6234,"10_71_7","Cropland, rainfed","Cropland","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6235",6235,"11_71_7","Herbaceous cover","Cropland","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6236",6236,"12_71_7","Tree or shrub cover","Cropland","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6237",6237,"20_71_7","Cropland, irrigated or post-flooding","Cropland","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6238",6238,"30_71_7","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6239",6239,"40_71_7","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6240",6240,"50_71_7","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6241",6241,"60_71_7","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6242",6242,"61_71_7","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6243",6243,"62_71_7","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6244",6244,"70_71_7","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6245",6245,"71_71_7","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6246",6246,"72_71_7","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6247",6247,"80_71_7","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6248",6248,"81_71_7","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6249",6249,"82_71_7","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6250",6250,"90_71_7","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6251",6251,"100_71_7","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6252",6252,"110_71_7","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6253",6253,"120_71_7","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6254",6254,"121_71_7","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6255",6255,"122_71_7","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6256",6256,"130_71_7","Grassland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6257",6257,"140_71_7","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6258",6258,"150_71_7","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6259",6259,"151_71_7","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6260",6260,"152_71_7","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6261",6261,"153_71_7","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6262",6262,"160_71_7","Tree cover, flooded, fresh or brakish water","Forest","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6263",6263,"170_71_7","Tree cover, flooded, saline water","Wetlands","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6264",6264,"180_71_7","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6265",6265,"190_71_7","Urban areas","Artificial areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6266",6266,"200_71_7","Bare areas","Bare land and other areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6267",6267,"201_71_7","Consolidated bare areas","Bare land and other areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6268",6268,"202_71_7","Unconsolidated bare areas","Bare land and other areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6269",6269,"210_71_7","Water bodies","Water bodies","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6270",6270,"220_71_7","Permanent snow and ice","Bare land and other areas","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tropical_Dry"
"6271",6271,"0_72_7","No data","No Data","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6272",6272,"10_72_7","Cropland, rainfed","Cropland","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6273",6273,"11_72_7","Herbaceous cover","Cropland","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6274",6274,"12_72_7","Tree or shrub cover","Cropland","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6275",6275,"20_72_7","Cropland, irrigated or post-flooding","Cropland","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6276",6276,"30_72_7","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6277",6277,"40_72_7","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6278",6278,"50_72_7","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6279",6279,"60_72_7","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6280",6280,"61_72_7","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6281",6281,"62_72_7","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6282",6282,"70_72_7","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6283",6283,"71_72_7","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6284",6284,"72_72_7","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6285",6285,"80_72_7","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6286",6286,"81_72_7","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6287",6287,"82_72_7","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6288",6288,"90_72_7","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6289",6289,"100_72_7","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6290",6290,"110_72_7","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6291",6291,"120_72_7","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6292",6292,"121_72_7","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6293",6293,"122_72_7","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6294",6294,"130_72_7","Grassland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6295",6295,"140_72_7","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6296",6296,"150_72_7","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6297",6297,"151_72_7","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6298",6298,"152_72_7","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6299",6299,"153_72_7","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
"6300",6300,"160_72_7","Tree cover, flooded, fresh or brakish water","Forest","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tropical_Dry"
